file	line_no	token	prev_line	next_line	context
1_veda/5_vedang/1_srauta/sankhssu.txt	4855	ā			mūrdhānam ā rudrāsa imam ūṣv iti nava iti samūḍhe |
1_veda/5_vedang/1_srauta/sankhssu.txt	4861	ā			ā tvā juva ā vām dhiya ity aindrā vāyavasya puronuvākye |
1_veda/5_vedang/1_srauta/sankhssu.txt	4861	ā			ā tvā juva ā vām dhiya ity aindrā vāyavasya puronuvākye |
1_veda/5_vedang/1_srauta/sankhssu.txt	4863	ā			stīrṇam barhir ā vām ratha iti yājye |
1_veda/5_vedang/1_srauta/sankhssu.txt	4869	ā			vṛṣann indra tām vām dhenum viśveṣu hi tvā mo ṣu vo asmad ā yan naḥ patnīs tā no rāsann iti neṣṭur dvipadā triṣṭup ca agnim hotāram dadhyan ha iti prātaḥ savane prasthitānām yajanti |
1_veda/5_vedang/1_srauta/sankhssu.txt	4887	ā			stīrṇam barhir ā vām ratho ayam mitrāya yuvām stomebhir vṛṣann indra ity ekā avar maha indra iti dve o ṣu ṇo agna iyam adadād iti prauga tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	4899	ā			ā indra yāhy upa pra ghā nv asya upa no haribhir iti tisra iti niṣkevalyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	4935	ā			pra vīrayā te satyena ud vām cakṣur ā gomatā no deva pra vo yajñeṣu pra codasā iti prauga tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	4961	ā			vaiśvānaro na ūtaye | vaiśvānaro na ā gamad imam yajñam sajūr upa | agnir ukthena vāhasā |
1_veda/5_vedang/1_srauta/sankhssu.txt	4963	ā			vaiśvānaro aṅgirasām stomam yajñam ca jījanat | ā eṣu dyumnam svaryamat | pra yad vas triṣṭubham iti pañcadaśa nava vā arcantas tvā ity āgnimārute |
1_veda/5_vedang/1_srauta/sankhssu.txt	4971	ā			kuvid aṅga iti prathamā tṛtīye ā vāyo bhūṣa iti ca ekā yāvattaraḥ prati vām sūra udite apa svasur ayam somaḥ pra brahmāṇa uta syā naḥ sarasvatī juṣāṇā iti prauga tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	4989	ā			ā vāyo bhūṣa iti prathamā tṛtīye ca uttamā ca dvitīyā caturthyau ca arvanto na śravasa iti ca divi kṣayantā viśva vārā indram nara ūrdhvo agniḥ pra kṣodasā iti prauga tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	4993	ā			ā satyo yātv asmā id u ya indra tat ta indriyam aham bhuvam viśvajita iti niṣkevalyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	4995	ā			abhi tvā deva pra vām mahi dyavī iti tṛcāv indra iṣa ity ekā te no ratnāni iti dve agnir uktha iti prabhṛti pañca manoḥ sūktāni ye triṃśati ity upottamām uddhṛtya na hi vo asty arbhaka ity ekā aśarmā iti catasro babhrur eka iti vā manu pravalho viśve devāsa ā gata iti tṛcam bhāradvājam iti vaiśvadeve vikāraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5065	ā			sakhāya ā śiṣāmahi iti nava |
1_veda/5_vedang/1_srauta/sankhssu.txt	5067	ā			ā dhūrṣv asmai vajram eka iti ca dvipade |
1_veda/5_vedang/1_srauta/sankhssu.txt	5077	ā			purastāc ca ā no bhadrīyāt pra śukrīyam iti vaiśvadeve vikāraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5111	ā			vācaspate hṛdvidhe nāman | vācaspatiḥ somam apād ā asmāsu nṛmṇam dhāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5131	ā			tena indram vīram ajanayat tata enān asurān abhyabhavat prajāpatiḥ | sa yeṣām vā evam vidvān hotā bhavati | ā vai tasya hotur vīro jāyate | ā teṣām yajamānānām vīrā jāyante | abhi vai sa hotā dviṣantam bhrātṛvyam bhavati | abhi te yajamānā dviṣato bhrātṛvyām bhavanti yeṣām evam vidvān hotā bhavati iti |
1_veda/5_vedang/1_srauta/sankhssu.txt	5131	ā			tena indram vīram ajanayat tata enān asurān abhyabhavat prajāpatiḥ | sa yeṣām vā evam vidvān hotā bhavati | ā vai tasya hotur vīro jāyate | ā teṣām yajamānānām vīrā jāyante | abhi vai sa hotā dviṣantam bhrātṛvyam bhavati | abhi te yajamānā dviṣato bhrātṛvyām bhavanti yeṣām evam vidvān hotā bhavati iti |
1_veda/5_vedang/1_srauta/sankhssu.txt	5229	ā			apidhāya sadaso dvārau śālāyāś ca adhvaryur vācam upākaroti | vāg yatāḥ sammīlya asata ā nakṣatrāṇām darśanāt |
1_veda/5_vedang/1_srauta/sankhssu.txt	5313	ā			ā yāhy arvān iti niṣkevalyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	5343	ā			vāyo yāhi śivā vām sahasram tā vām viśvasyā vām vāhiṣṭhaḥ sakhāya ā śiṣāmahy uta no devy aditir uta naḥ priya iti prauga tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	5355	ā			ā rudrāsas tvām agna ṛtāyava ity āgni mārutam |
1_veda/5_vedang/1_srauta/sankhssu.txt	5385	ā			agram piba tava vāyo sa tvam no deva iti tṛcaḥ śatena ā na ā no mitrā varuṇā no gomantam ataś cid indra ṇo viśve devā ṛtāvṛdha iti tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	5385	ā			agram piba tava vāyo sa tvam no deva iti tṛcaḥ śatena ā na ā no mitrā varuṇā no gomantam ataś cid indra ṇo viśve devā ṛtāvṛdha iti tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	5399	ā			vāyav ā yāhi darśata rathena pṛthu pājasā yad adya sūra udite prati vām sūra udita iti vā puru priyā ṇa upa no haribhir viśve devāsa ā gata iti bhāradvājam iti tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	5399	ā			vāyav ā yāhi darśata rathena pṛthu pājasā yad adya sūra udite prati vām sūra udita iti vā puru priyā ṇa upa no haribhir viśve devāsa ā gata iti bhāradvājam iti tṛcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	5457	ā			ā yajñair bṛhad vayo agna ojiṣṭham ity ājyāni sarvatra uttamāḥ parihāpya |
1_veda/5_vedang/1_srauta/sankhssu.txt	5605	ā			ā satyo yātu |
1_veda/5_vedang/1_srauta/sankhssu.txt	5625	ā			samānam ā ukthya mukhīyāyāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5633	ā			ā indra yāhi haribhir iti pañcadaśa uddhṛtya sāvyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	5675	ā			ā no bhadrīyam eka ahasya |
1_veda/5_vedang/1_srauta/sankhssu.txt	5691	ā			ā no mitrā varuṇā mitram vayam mitram huve ayam vām mitrā varuṇā purūruṇā cit prati vām sūra udite pra vo mitrāya yad adya sūra udite pra mitrayos tā naḥ śaktam iti stotriyā maitrā varuṇasya |
1_veda/5_vedang/1_srauta/sankhssu.txt	5693	ā			ā yāhi suṣuma indram id gāthina indreṇa sam hi indro dadhīca ut tiṣṭhann ojasā saha bhindhi viśvāḥ pra saṃrājam carṣaṇīnām tam indram vājayāmasi mahān indro ya ojasā yuñjanti bradhnam iti brāhmaṇācchaṃsinaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5695	ā			indra agnī ā gatam sutam indre agnā namo bṛhad iyam vām asya manas tā huve yayor idam indra agnī yuvām ime yajñasya hi stha ṛtvijā iyam vām asya manmanas tā huve yayor idam indre agnā namo bṛhat tam īḍiṣva tā hi śaśvanta iti vā acchāvākasya |
1_veda/5_vedang/1_srauta/sankhssu.txt	5723	ā			yuvam dakṣam ā no barhī riśādaso yam rakṣanti kathā rādhāma ṛju nītī no mā kasya adbhuta kratū mitro no atyaṃhitam mahi vo mahatām somasya mirā varuṇā te naḥ santu yujaḥ pra yo vām mitrā varuṇā mahitrīṇām ity eka pātinyaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	5733	ā			yat soma ā suta iti dve |
1_veda/5_vedang/1_srauta/sankhssu.txt	5767	ā			sadyo hā na indro dūrād ā na āsād iti caturthe |
1_veda/5_vedang/1_srauta/sankhssu.txt	5775	ā			ā naḥ stuta upa vājebhir ūtyā satyo yātv iti ṣaṣṭhe |
1_veda/5_vedang/1_srauta/sankhssu.txt	5795	ā			ā dhūrṣv asmā iti ca dvipadā |
1_veda/5_vedang/1_srauta/sankhssu.txt	5821	ā			ā yāhi kṛṇavāma yo na indra abhita iti tṛcau |
1_veda/5_vedang/1_srauta/sankhssu.txt	5851	ā			tvām id ā vayam enam id ā hya iti stotriya anurūpau pragāthau |
1_veda/5_vedang/1_srauta/sankhssu.txt	5851	ā			tvām id ā vayam enam id ā hya iti stotriya anurūpau pragāthau |
1_veda/5_vedang/1_srauta/sankhssu.txt	5989	ā			tam vo dasmam tat tvā yāmy abhi pra vaḥ pra suśrutam ā tvā sahasram ā mandrair indra yo rājā nakiṣ ṭam na tvā bṛhantas tvam indra yaśās tvam indra pratūrtiṣu pibā sutasya rasino adhvaryo drāvaya iti vā |
1_veda/5_vedang/1_srauta/sankhssu.txt	5989	ā			tam vo dasmam tat tvā yāmy abhi pra vaḥ pra suśrutam ā tvā sahasram ā mandrair indra yo rājā nakiṣ ṭam na tvā bṛhantas tvam indra yaśās tvam indra pratūrtiṣu pibā sutasya rasino adhvaryo drāvaya iti vā |
1_veda/5_vedang/1_srauta/sankhssu.txt	6011	ā			ā vām rājānāv iti paryāsas tṛtīya pañcamayor madhyame ca chandome |
1_veda/5_vedang/1_srauta/sankhssu.txt	6023	ā			ā te agna idhīmahi so agnir yo vasur agnim tam manya iti stotriyaḥ | ā te agna ṛcā ity anurūpaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	6023	ā			ā te agna idhīmahi so agnir yo vasur agnim tam manya iti stotriyaḥ | ā te agna ṛcā ity anurūpaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	6057	ā			ā te vatso mano yamad ā agnir agāmi iti stotriya anurūpa prathame chandome |
1_veda/5_vedang/1_srauta/sankhssu.txt	6057	ā			ā te vatso mano yamad ā agnir agāmi iti stotriya anurūpa prathame chandome |
1_veda/5_vedang/1_srauta/sankhssu.txt	6065	ā			ā ghā ye agnim indhata imā abhi pra ṇonuma iti vā |
1_veda/5_vedang/1_srauta/sankhssu.txt	6117	ā			idam janā upa śruta narāśaṃsa staviṣyate | ṣaṣṭhim shasrā navatim ca kaurama ā ruśameṣu dadmahe |
1_veda/5_vedang/1_srauta/sankhssu.txt	6139	ā			praṣṭim dhāvantam haryor auccaihśravasam abruvan | svasty aśva jaitrāya indram ā vaha susrajam |
1_veda/5_vedang/1_srauta/sankhssu.txt	6149	ā			rājño viśva janīnasya yo devo martyān ati | vaiśvānarasya suṣṭutim ā śṛṇotā parikṣitaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	6151	ā			parikṣin naḥ kṣemam akar uttama āsanam ā caran | kulāyam kṛṇvan kauravyaḥ patir vadati jāyayā |
1_veda/5_vedang/1_srauta/sankhssu.txt	6153	ā			katarat ta ā harāṇi dadhi manthām parisrutam | jāyā patim vi pṛcchati rāṣṭre rājñaḥ parikṣitaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	6161	ā			etā aśvā ā plavante |
1_veda/5_vedang/1_srauta/sankhssu.txt	6243	ā			vitatau kiraṇau dvau tāv ā pinaṣṭi pūruṣaḥ | na vai kumāri tat tathā yathā kumāri manyase |
1_veda/5_vedang/1_srauta/sankhssu.txt	6299	ā			tvam na indrā bhara tad indra ava ā bhara iti stotriya anurūpau |
1_veda/5_vedang/1_srauta/sankhssu.txt	6305	ā			ā indra no gadhyed u madhvo madintaram iti madhye |
1_veda/5_vedang/1_srauta/sankhssu.txt	7825	ā			agna ā yāhy agnibhiḥ pra vo yahvam iti pragāthau |
1_veda/5_vedang/1_srauta/sankhssu.txt	7887	ā			ā vo rājānam iti raudryāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7891	ā			ā no yajñam divi spṛśam ā no vāyav ity agniṣṭoma sāmnaḥ stotriya anurūpau pragāthau |
1_veda/5_vedang/1_srauta/sankhssu.txt	7891	ā			ā no yajñam divi spṛśam ā no vāyav ity agniṣṭoma sāmnaḥ stotriya anurūpau pragāthau |
1_veda/5_vedang/1_srauta/sankhssu.txt	7921	ā			ā ha vā eṣa sarvābhyo devatābhyo vṛścyate yo agni ṣṭutā yajate |
1_veda/5_vedang/1_srauta/sankhssu.txt	8093	ā			ā ya aindrāgna aindro vṛṣṇiḥ | sārasvatī meṣī | marudbhya ujjeṣebhyo vaśā pṛśniḥ pañcamī kratu paśūnām |
1_veda/5_vedang/1_srauta/sankhssu.txt	8141	ā			ā tvā ratham yathā ūtaya ity eva pratipadyeta |
1_veda/5_vedang/1_srauta/sankhssu.txt	8197	ā			tatra purastād ā no bhadrīyasya madhu nāḍyau vihared iti paiṅgyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8341	ā			eṣo uṣā dūrād iha eva udīrāthām ā me havam ity anupūrvam navarcāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	8343	ā			ā bhāti iti hotuḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8347	ā			ā gomata iti brāhmaṇācchaṃsinaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8355	ā			ime somāsa ime mandrāso atyā yātam nivata ā no gacchatam havana iti yājyāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8763	ā			ya imā viśvā jātāny ā devo yātu savitā suratno viśvāni deva savitaḥ sa ghā no devaḥ savitā viśva devam na pramiye |
1_veda/5_vedang/1_srauta/sankhssu.txt	8905	ā			utsakthyor ava gudam dhehy arvāñcam añjim ā bhara | yaḥ strīṇām jīva bhojanaḥ | iti |
1_veda/5_vedang/1_srauta/sankhssu.txt	8935	ā			pṛcchāmi tvā citaye deva sakha yadi tvam atra manasā jagantha | keṣu viṣṇus triṣu padeṣv iṣṭaḥ keṣu viśvam bhuvanam ā viveśa |
1_veda/5_vedang/1_srauta/sankhssu.txt	8937	ā			api teṣu triṣu padeṣv asmi yeṣu viśvam bhuvanam ā viveśa | sadyaḥ paryemi pṛthivīm uta dyām ekena aṅgena divo asya pṛṣṭham |
1_veda/5_vedang/1_srauta/sankhssu.txt	8939	ā			keṣv antaḥ puruṣa ā viveśa kāny antaḥ puruṣe arpitāni | etad brahmann upa vaḍhām asi tvā kim svin naḥ prativocāsy atra |
1_veda/5_vedang/1_srauta/sankhssu.txt	8941	ā			pañcasv antaḥ puruṣa ā viveśa tāny antaḥ puruṣe arpitāni | etat tvā atra prati manvāno asmi na māyayā bhavasy uttaro mat |
1_veda/5_vedang/1_srauta/sankhssu.txt	9177	ā			ā sa etu ya īvadā iti ca sūktam |
1_veda/5_vedang/1_srauta/sankhssu.txt	9245	ā			uta devā avahitam muñcāmi tvā haviṣā jīvanāya kamakṣībhyām te nāsikābhyām vāta ā vātu bheṣajam ity anupūrvam sūktaiḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	9377	ā			āvir maryā ā vājam vājino agman | devasya savituḥ save svargān arvanto jayat | iti ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	9421	ā			parikarmiṇa ārohanti | te juhvaty ā udayāt |
1_veda/5_vedang/1_srauta/sankhssu.txt	9557	ā			ā hy ekā jagatī te dve gāyatryau |
1_veda/5_vedang/1_srauta/sankhssu.txt	9991	ā			ā tvā ratham yathā ūtaya iti marutvatīyasya pratipat |
1_veda/5_vedang/1_srauta/sankhssu.txt	10161	ā			sa visṛṣṭa vān matsaram vininīṣamāṇa āsta ā stotrasya pravadanāt |
1_veda/5_vedang/1_srauta/sankhssu.txt	10177	ā			prokte hotā vācam yacchaty ā anuvaṣaṭ kārāt |
1_veda/5_vedang/1_srauta/sankhssu.txt	10269	ā			ya eka idd havyaś carṣaṇīnām iti sūktam tat pacchas tasya dvitīyām uddhṛtya viśvo hy anyo arir ā jagāma iti yā etasya dvitīyā tām iha dvitīyām karoti sūktam śastvā atha sūda dohasam |
1_veda/5_vedang/1_srauta/sankhssu.txt	10287	ā			viśvo hy anyo arir ā jagāma iti sūktam tat pacchas tasya dvitīyām uddhṛtya ya eka idd havyaś carṣaṇīnām iti yā etasya dvitīyā tām iha dvitīyām karoti |
1_veda/5_vedang/1_srauta/sankhssu.txt	10319	ā			ā ghā ye agnim indhata iti caturdaśa |
1_veda/5_vedang/1_srauta/sankhssu.txt	10331	ā			ā tvā viśantv indava iti catvāri |
1_veda/5_vedang/1_srauta/sankhssu.txt	10375	ā			ā vṛṣasva purūvaso iti dvau |
1_veda/5_vedang/1_srauta/sankhssu.txt	10417	ā			ā no viśvāsu havya iti trayaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10419	ā			tvām id ā hyo nara iti catvāraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10423	ā			teṣām dvau pragāthā utsṛjati indra nihavam ca vaiśvadevam ca ā no viśve sajoṣasa iti |
1_veda/5_vedang/1_srauta/sankhssu.txt	10431	ā			ayam te astu haryata ā mandrair indra haribhir iti sūkte |
1_veda/5_vedang/1_srauta/sankhssu.txt	10443	ā			sakhāya ā śiṣāmahi iti nava |
1_veda/5_vedang/1_srauta/sankhssu.txt	10445	ā			ya eka id vidayata ā yāhy adribhiḥ sutam iti dve tṛce |
1_veda/5_vedang/1_srauta/sankhssu.txt	10455	ā			ā tū na indra vṛtrahann ity eka viṃśatiḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10457	ā			ā va indram krivim yathā yad indra aham yathā tvam iti pañcadaśarce |
1_veda/5_vedang/1_srauta/sankhssu.txt	10461	ā			ā pra drava parāvata iti nava |
1_veda/5_vedang/1_srauta/sankhssu.txt	10493	ā			ā yāhi vanasā saha iti catasraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10497	ā			pra va indrāya vṛtrahantamāya viprā gātham gāyata yaj jujoṣati | arcanty arkam marutaḥ svarkā ā stobhati śruto yuvā sa indraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10499	ā			upaprakṣe madhumati kṣiyantaḥ puṣyema rayim dhīmahe ta indra | viśvato dāvan viśvato na ā bhara yam tvā śaviṣṭham īmahe | sa supraṇītī nṛtamaḥ svarāḍ asi maṃhiṣṭho vāja sātaye | tvam hi rādhasyata eka īśiṣe sanād amṛkta ojasā | iti ṣaṭ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10501	ā			ā dhūrṣv asmai vajram eko ayā vājam deva hitam sanema iti |
1_veda/5_vedang/1_srauta/sankhssu.txt	10531	ā			asāvi soma indra ta iti ṣaṭ | ā nas te gantu matsara iti catasraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	10543	ā			ā indra yāhi haribhir iti pañcadaśa |
1_veda/5_vedang/1_srauta/sankhssu.txt	10549	ā			ā tvā giro rathīr iva iti sarvam |
1_veda/5_vedang/1_srauta/sankhssu.txt	10565	ā			ā yāhy arvān upa vandhureṣṭhā yudhmasya te vṛṣabhasya svarāja iti sūkte |
1_veda/5_vedang/1_srauta/sankhssu.txt	10569	ā			ā satyo yātu maghavān ṛjīṣī iti sarvam |
1_veda/5_vedang/1_srauta/sankhssu.txt	10631	ā			tat śastvā ā no bhadrīye nividam dadhāti |
1_veda/5_vedang/1_srauta/vaitss_u.txt	39	ā			uttarato 'gner dakṣiṇato 'parāgnibhyāṃ prapadyāsādaṃ vīks | ya ahe daidhiṣavya ityādy ā dyāvāpṛthivyoḥ samīkṣaṇāt ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	43	ā			praṇītāsu praṇīyamānāsu vācaṃ yacchaty ā haviṣkṛta udvādanāt ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	83	ā			ā devānām iti sauviṣṭakṛtam ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	501	ā			yad atrāpi rasasya me parā papātāsmṛtam | tad ihopahvayāmahe tan ma ā pyāyatāṃ punaḥ iti retasaḥ ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	557	ā			tā upaspṛśya somam āpyāyayanti aṃśur aṃśuṣ ṭe deva somāpyāyatām indrāyaikadhanavide | ā tubhyam indraḥ pyāyatām ā tvam indrāya pyāyasva || āpyāyayāsmānt sakhīnt sanyā medhayā prajayā dhanena | svasti te deva soma sutyām udṛcam aśīya iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	557	ā			tā upaspṛśya somam āpyāyayanti aṃśur aṃśuṣ ṭe deva somāpyāyatām indrāyaikadhanavide | ā tubhyam indraḥ pyāyatām ā tvam indrāya pyāyasva || āpyāyayāsmānt sakhīnt sanyā medhayā prajayā dhanena | svasti te deva soma sutyām udṛcam aśīya iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	573	ā			gharmaṃ tapāmy amṛtasya dhārayā devebhyo havyaṃ paridāṃ savitre | śukraṃ devāḥ śṛtam adantu havyam āsañ juhvānam amṛtasya yonau || devānām adhipā eti gharma ṛtena bhrājann amṛtaṃ vicaṣṭe | hiraṇyavarṇo nabhaso deva sūryo gharmo bhrājan divo antān paryeṣi vidyutā || vaiśvānaraḥ samudraṃ paryeti śukro gharmo bhrājan tejasā rocamānaḥ | nudañ chatrūn pradahan me sapatnān ādityo dyām adhyarukṣad vipaścit || vi dyotate dyotata ā ca dyotata apsv antar amṛto gharma udyan || hantā vṛtrasya haritām anīkam anādhṛṣṭās tanvaḥ sūryasya || gharmaḥ paścād uta gharmaḥ purastād ayodaṃṣṭrāya dviṣato 'pi dadhmaḥ | vaiśvānaraḥ śītarūre vasānaḥ sapatnān me dviṣato hantu sarvān | ṛtūn ṛtubhiḥ śrapayati brahmaṇaikavīro gharmaḥ śucānaḥ samidhā samiddhaḥ || brahma tvā tapati brahmaṇā tejasā ca || gharmaḥ sāhasraḥ samidhā samiddhaḥ | asapatnāḥ pradiśo me bhavantu | sapatnān sarvān me sūryo hantu vaiśvānaro hariḥ || gharmas taptaḥ pra dahatu bhrātṛvyān dviṣato vṛṣā | udyan me śukra ādityo vimṛdho hantu sūryaḥ || brahma jajñānam iyaṃ pitryā iti śastravad ardharcaśa āhāvapratigaravarjam ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	677	ā			stutasya stutam asy ūrjasvat payasvat | ūrjaṃ mahyaṃ stutaṃ duhām ā mā stutasya stutaṃ gamet | indriyāvanto havāmahe dhukṣīmahi prajām iṣam | sā me satyāśīr deveṣv astu | brahmavarcasaṃ mā gamayet iti stotram anumantrayate ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	745	ā			anuvaṣaṭkārāṇām ā devānām iti | anuhomāṃś ca | maitrāvaruṇam aindraṃ mārutaṃ tvāṣṭram āgneyam ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	757	ā			bhakṣita ātmānaṃ pratyabhimṛśanti śaṃ no bhava hṛda ā pīta indro piteva soma sūnave suśevaḥ | sakheva sakhya uruśaṃsa dhīraḥ pra ṇa āyur jīvase soma tārīḥ || hinvā me gātrā harivo gaṇān me mā vyarīriṣaḥ | śivo me saptarṣīn upatiṣṭha mā me 'vāg nābhir abhi gāḥ iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	759	ā			camasān āpyāyayanty ā pyāyasva saṃ te payāṃsi iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	785	ā			mano nv ā hvāmahi iti mana upāhvayante ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	809	ā			ukthapratigaram āha | ukthasaṃpatsu om ukthaśā ukthaśā yajokthaśāḥ iti | sāmnā śastram upasaṃtanoti | ardharcaśo mandrayā vācā | balīyasyā mādhyaṃdine | baliṣṭhatamayā tṛtīyasavane | uttariṇyottariṇyotsahed ā samāpanāt ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	811	ā			ā yāhi suṣumā hi te ā no yāhi sutāvataḥ iti stotriyānurūpau ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	811	ā			ā yāhi suṣumā hi te ā no yāhi sutāvataḥ iti stotriyānurūpau ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	857	ā			hiraṇyahasto yajamāno bahirvedi dakṣiṇā āyatīḥ ā gāvaḥ iti pratyuttiṣṭhati ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	925	ā			hāriyojanahomam ā mandraiḥ iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1015	ā			ṣoḍaśini graham upatiṣṭhante ya ā babhūva bhuvanāni viśvā yasmād anyan na paraṃ kiṃ canāsti | prajāpatiḥ prajābhiḥ saṃvidānas trīṇi jyotīṃṣi dadhate sa ṣoḍaśī iti
1_veda/5_vedang/1_srauta/vaitss_u.txt	1069	ā			tīrthadeśe rathacakram āruhyāparājitābhimukho 'śvarathān īkṣamāṇa āsīno vājasāmābhigāyati triḥ āvir maryā ā vājaṃ vājino 'gman | devasya savituḥ save svargam arvanto jayema iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1075	ā			mādhyaṃdine indra kratuṃ na ā bhara iti stotriyaḥ | indra jyeṣṭham ud u tye madhumattamāḥ iti vā ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1089	ā			yuñjanti bradhnam aruṣam iti stotriyam | abhitaḥ ā yāhi iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1091	ā			bhindhi viśvā apa dviṣaḥ ity anurūpam | abhitaḥ ā no yāhi iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1109	ā			ā nūnam aśvinā yuvam taṃ vāṃ ratham iti sūkte | pūrvasya daśamīṃ dvādaśīm uttaraṃ ca pacchaḥ ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1143	ā			ā tvāhārṣam ity unnītam ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1149	ā			ā no bhara iti vanīvāhane vācayati ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1319	ā			abhiplave ā yāhi suṣumā hi te iti ṣaḍ ājyastotriyā ārambhaṇīyāparyāsavarjam ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1321	ā			vātrahatyāya śavase śuṣmintamaṃ na ūtaye ā tū na indra madryak upa naḥ sutam ā gahi yad indrāhaṃ yathā tvam aśīya apām ūrmir madann iva iti tṛcān āvapate ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1321	ā			vātrahatyāya śavase śuṣmintamaṃ na ūtaye ā tū na indra madryak upa naḥ sutam ā gahi yad indrāhaṃ yathā tvam aśīya apām ūrmir madann iva iti tṛcān āvapate ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1371	ā			etā aśvā ā plavante ity aitaśapralāpaṃ padāvagrāham | tāsām uttamena pādena praṇauti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1407	ā			svarasāmasu ā yāhi suṣumā hi te indram id gāthino bṛhat indreṇa saṃ hi dṛkṣase iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1413	ā			citraṃ devānām ud agād anīkam tat sūryasya devatvaṃ tan mahitvam iti pṛṣṭhastotriyānurūpau | baṇ mahā | m asi sūrya śrāyanta iva sūryam iti vā | indra kratuṃ na ā bhara indra jyeṣṭhaṃ na ā bhara iti vā ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1413	ā			citraṃ devānām ud agād anīkam tat sūryasya devatvaṃ tan mahitvam iti pṛṣṭhastotriyānurūpau | baṇ mahā | m asi sūrya śrāyanta iva sūryam iti vā | indra kratuṃ na ā bhara indra jyeṣṭhaṃ na ā bhara iti vā ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1421	ā			ukte yonī | indra kratuṃ na ā bhara iti tṛtīyām ||
