file	original_line_no	category	rule	token	occurrence_count	before	after
1_veda/2_bra/satapath/sb_01_u.txt	453	standalone_consonant	delete_non_whitelisted_standalone_consonant	y	1	manurāvaṃ nveva vedāveti tau hāgatyocaturmano y	manurāvaṃ nveva vedāveti tau hāgatyocaturmano
1_veda/2_bra/satapath/sb_01_u.txt	2809	standalone_consonant	delete_non_whitelisted_standalone_consonant	h	1	pañca mametīndro 'bravīt | tata itare mithunaṃ nāvindanno h	pañca mametīndro 'bravīt | tata itare mithunaṃ nāvindanno
1_veda/2_bra/satapath/sb_02_u.txt	2153	standalone_consonant	delete_non_whitelisted_standalone_consonant	d	1	saṃnayatyeṣa vai somo rājā d	saṃnayatyeṣa vai somo rājā
1_veda/2_bra/satapath/sb_04_u.txt	3901	standalone_consonant	delete_non_whitelisted_standalone_consonant	k	1	yasminnardhe yajante ye tathā k	yasminnardhe yajante ye tathā
1_veda/2_bra/satapath/sb_06_u.txt	515	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	ta ete sarve paśavo yadagniḥ | tasmādagnau paśavo ramante p | sminnagnirādhīyate	ta ete sarve paśavo yadagniḥ | tasmādagnau paśavo ramante  | sminnagnirādhīyate
1_veda/2_bra/satapath/sb_08_u.txt	1815	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	ācaccanda ityannaṃ vā ācaccando manaścanda iti p rajāpatirvai manaścando	ācaccanda ityannaṃ vā ācaccando manaścanda iti  rajāpatirvai manaścando
1_veda/2_bra/satapath/sb_10_u.txt	21	standalone_consonant	delete_non_whitelisted_standalone_consonant	t	1	me'mutraikaṃ tadāhariṣyāmītyevaṃ t	me'mutraikaṃ tadāhariṣyāmītyevaṃ
1_veda/4_upa/brup___u.txt	1337	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	sa yathā kumāro add | vā mahārājo vā mahābrāhmaṇo vātighnīm ānandasya gatvā śayīta |	sa yathā kumāro  | vā mahārājo vā mahābrāhmaṇo vātighnīm ānandasya gatvā śayīta |
1_veda/4_upa/brup___u.txt	2833	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	etāny aṣṭāv āyatanāny aṣṭau lokā add | aṣṭau devā aṣṭau puruṣāḥ |	etāny aṣṭāv āyatanāny aṣṭau lokā  | aṣṭau devā aṣṭau puruṣāḥ |
1_veda/4_upa/brup___u.txt	3283	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	sa hi svapno bhūtvemaṃ lokam atikrāmati add | mṛtyo rūpāṇi ||	sa hi svapno bhūtvemaṃ lokam atikrāmati  | mṛtyo rūpāṇi ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	177	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	yadaiva kadā cid ādadhyāc chraddhā tvevainaṃ nātīyāt || g nvevainaṃ	yadaiva kadā cid ādadhyāc chraddhā tvevainaṃ nātīyāt ||  nvevainaṃ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute ||  pradahan nv agāḥ |  pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	standalone_consonant	delete_non_whitelisted_standalone_consonant	v	1	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ	agniṃ tvāhur vaiśvānaraṃ sadanān pradahan nv agāḥ | sa no devatrādhi brūhi mā riṣāmā vayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute ||  pradahan nv agāḥ |  pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	279	standalone_consonant	delete_non_whitelisted_standalone_consonant	g	1	saptarṣīn iti sruvaṃ srucaṃ ca pratapati || pratitapati g	saptarṣīn iti sruvaṃ srucaṃ ca pratapati || pratitapati
1_veda/5_vedang/2_grhya/jaimigsu.txt	19	standalone_consonant	delete_non_whitelisted_standalone_consonant	d	1	d daśe viśvāya sūryaṃ svāhā ||	 daśe viśvāya sūryaṃ svāhā ||
2_epic/mbh/mbh_02_u.txt	16273	english_editorial	english_marker	\b(?:add|adds|omits|reads)\b	1	śakune hanta divyāno glaga reads ha mānau sahasraśaḥ	śakune hanta divyāno glaga  ha mānau sahasraśaḥ
2_epic/mbh/ext/hv_apppu.txt	16895	standalone_consonant	delete_non_whitelisted_standalone_consonant	k	1	k | rtavarmā ca daṃṣṭre dve vicakṣur arimardanaḥ ||	 | rtavarmā ca daṃṣṭre dve vicakṣur arimardanaḥ ||
2_epic/mbh/ext/hv_apppu.txt	29879	english_editorial	harivamsa_printed_note	has printed	1	k | pāda b has printed nārāyaṇi namo 'stute
3_purana/agp_bi_u.txt	27932	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dviṣaṣṭyadhikaśatatamo 'dhyāyaḥ	 atha dviṣaṣṭyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	27968	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	27973	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28015	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28023	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28032	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha triṣaṣṭhyadhikaśatatamo 'dhyāyaḥ	 atha triṣaṣṭhyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	28062	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28108	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28113	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28157	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28163	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28203	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28215	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28238	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha catuḥṣaṣṭyadhikaśatatamo 'dhyāyaḥ	 atha catuḥṣaṣṭyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	28248	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28256	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28300	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28304	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28319	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha pañcaṣaṣtyadhikaśatatamo 'dhyāyaḥ	 atha pañcaṣaṣtyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	28337	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28345	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28387	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28397	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28439	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28444	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28471	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ṣaṭṣaṣṭyadhikaśatatamo 'dhyāyaḥ	 atha ṣaṭṣaṣṭyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	28481	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28485	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28527	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28535	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28575	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28581	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28590	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha saptaṣaṣṭyadhikaśatatamo 'dhyāyaḥ ||	 atha saptaṣaṣṭyadhikaśatatamo 'dhyāyaḥ ||
3_purana/agp_bi_u.txt	28618	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28666	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28712	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28716	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28758	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28767	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28796	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athāṣṭaṣaṣṭyadhikaśatatamo 'dhyāyaḥ	 athāṣṭaṣaṣṭyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	28806	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28812	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28856	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28862	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28906	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28914	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	28956	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	28964	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29003	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29007	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29009	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athaikonasaptatyadhikaśatatamo 'dhyāyaḥ	 athaikonasaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29047	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29051	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29093	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29097	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29143	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29189	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29193	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29202	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha saptatyadhikaśatatamo 'dhyāyaḥ	 atha saptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29230	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29238	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29280	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29291	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29335	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29343	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29388	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29394	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29435	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29448	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29450	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ekasaptatyadhikaśatatamo 'dhyāyaḥ	 atha ekasaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29488	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29492	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29533	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29535	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dvisaptatyadhikaśatatamo 'dhyāyaḥ	 atha dvisaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29575	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29579	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29621	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29632	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29649	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha trisaptatyadhikaśatatamo 'dhyāyaḥ	 atha trisaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29669	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29673	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29719	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29725	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29773	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29819	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29825	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29873	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29900	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29906	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29908	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha catuḥsaptatyadhikaśatatamo 'dhyāyaḥ	 atha catuḥsaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	29942	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29948	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	29992	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	29999	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30030	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha pañcasaptyadhikaśatatamo 'dhyāyaḥ	 atha pañcasaptyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30040	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30047	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30089	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30141	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30147	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30189	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30198	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30242	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30250	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30296	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30300	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30341	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30349	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30351	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ṣaṭsaptatyadhikaśatatamo 'dhyāyaḥ	 atha ṣaṭsaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30386	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30395	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30397	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha saptasaptatyadhikaśatatamo 'dhyāyaḥ	 atha saptasaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30437	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30441	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30486	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30498	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30507	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athāṣṭasaptatyadhikaśatatamo 'dhyāyaḥ	 athāṣṭasaptatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30531	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30539	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30577	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30594	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30628	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30650	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30683	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30692	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30694	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athaikonāśītyadhikaśatatamo 'dhyāyaḥ ||	 athaikonāśītyadhikaśatatamo 'dhyāyaḥ ||
3_purana/agp_bi_u.txt	30726	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30737	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30739	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athāśītyadhikaśatatamo 'dhyāyaḥ	 athāśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30758	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athaikāśītyadhikaśatatamo 'dhyāyaḥ ||	 athaikāśītyadhikaśatatamo 'dhyāyaḥ ||
3_purana/agp_bi_u.txt	30768	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30777	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30789	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dvyaśītyadhikaśatatamo 'dhyāyaḥ ||	 atha dvyaśītyadhikaśatatamo 'dhyāyaḥ ||
3_purana/agp_bi_u.txt	30814	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30820	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30822	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha tryaśītyadhikaśatatamo 'dhyāyaḥ	 atha tryaśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30862	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30868	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30909	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30922	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	30924	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha caturaśityadhikaśatatamo 'dhyāyaḥ	 atha caturaśityadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	30962	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	30972	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31010	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31025	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31056	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha pañcāśītyadhikaśatatamo 'dhyāyaḥ	 atha pañcāśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31066	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31074	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31116	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31127	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31150	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha ṣaḍaśītyadhikaśatatamo 'dhyāyaḥ	 atha ṣaḍaśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31165	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31171	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31173	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha saptāśītyadhikaśatatamo 'dhyāyaḥ	 atha saptāśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31209	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31217	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31228	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athāṣṭāśītyadhikaśatatamo 'dhyāyaḥ	 athāṣṭāśītyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31256	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31267	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31308	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31317	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31319	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athaikonanavatyadhikaśatatamo 'dhyāyaḥ	 athaikonanavatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31353	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31363	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31400	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31404	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31406	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha navatyadhikaśatatamo 'dhyāyaḥ	 atha navatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31441	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31448	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31450	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś athaikanavatyadhikaśatatamo 'dhyāyaḥ	 athaikanavatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31484	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31492	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31511	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha dvinavatyadhikaśatatamo 'dhyāyaḥ	 atha dvinavatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31525	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31532	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31572	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
3_purana/agp_bi_u.txt	31583	standalone_consonant	delete_non_whitelisted_standalone_consonant	p	1	p
3_purana/agp_bi_u.txt	31585	standalone_consonant	delete_non_whitelisted_standalone_consonant	ś	1	ś atha trinavatyadhikaśatatamo 'dhyāyaḥ	 atha trinavatyadhikaśatatamo 'dhyāyaḥ
3_purana/agp_bi_u.txt	31618	standalone_consonant	delete_non_whitelisted_standalone_consonant	n	1	n
