file	line_no	issue_type	matched_form	matched_sequence	context
1_veda/5_vedang/1_srauta/sankhssu.txt	7395	adjacent_vowels	virāḷ	āḷ	śrīr virāḷ anna adyam śriyo virājo anna adyasya upāptyai |
1_veda/5_vedang/1_srauta/sankhssu.txt	7443	adjacent_vowels	virāḷ	āḷ	sa virāḷ anna adyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	7577	adjacent_vowels	ṣaḷ	aḷ	tasya vinutteḥ ṣaḷ ūrdhvāḥ pṛṣṭhya stomāḥ ṣaḷ āvṛttā viṣvañcaḥ stomāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7577	adjacent_vowels	ṣaḷ	aḷ	tasya vinutteḥ ṣaḷ ūrdhvāḥ pṛṣṭhya stomāḥ ṣaḷ āvṛttā viṣvañcaḥ stomāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7583	adjacent_vowels	ṣaḷ	aḷ	atha abhibhūteḥ ṣaḷ ūrdhvāḥ pṛṣṭhya stomāḥ ṣaḷ āvṛttāḥ samyañcaḥ stomāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7583	adjacent_vowels	ṣaḷ	aḷ	atha abhibhūteḥ ṣaḷ ūrdhvāḥ pṛṣṭhya stomāḥ ṣaḷ āvṛttāḥ samyañcaḥ stomāḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7593	adjacent_vowels	samūḷhāt	ūḷ	uttamau chandomau samūḷhāt |
1_veda/5_vedang/1_srauta/sankhssu.txt	7653	adjacent_vowels	puroḷāśo	oḷ	puroḷāśo agnīṣomīyaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7653	adjacent_vowels	puroḷāśo	ḷā	puroḷāśo agnīṣomīyaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7695	adjacent_vowels	ṣoḷaśini	oḷ	yaḥ ṣoḷaśini kāmo yo vājapeye tayor ubhayor āptyai |
1_veda/5_vedang/1_srauta/sankhssu.txt	7695	adjacent_vowels	ṣoḷaśini	ḷa	yaḥ ṣoḷaśini kāmo yo vājapeye tayor ubhayor āptyai |
1_veda/5_vedang/1_srauta/sankhssu.txt	7755	adjacent_vowels	uaphavyam	ua	...am yajña kratum jānīma yena enam upāhvayemahi iti | ta etam uaphavyam yajña kratum apaśyan | tena enam upāhvayanta | tena ...
1_veda/5_vedang/1_srauta/sankhssu.txt	7789	adjacent_vowels	īḷe	īḷ	agnim īḷe purohitam ity unnīyamānebhyaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7789	adjacent_vowels	īḷe	ḷe	agnim īḷe purohitam ity unnīyamānebhyaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	7813	adjacent_vowels	ṣaḷ	aḷ	agne dhṛta vratāya iti ṣaḷ acchāvākasya |
1_veda/5_vedang/1_srauta/sankhssu.txt	7871	adjacent_vowels	ṣaḷ	aḷ	ṣaḷ ādito vaiśvadevasya |
1_veda/5_vedang/1_srauta/sankhssu.txt	7945	adjacent_vowels	ṣiḷaśasu	iḷ	ṣiḷaśasu ṣiḷaśasu pṛṣṭhāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	7945	adjacent_vowels	ṣiḷaśasu	iḷ	ṣiḷaśasu ṣiḷaśasu pṛṣṭhāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	7945	adjacent_vowels	ṣiḷaśasu	ḷa	ṣiḷaśasu ṣiḷaśasu pṛṣṭhāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	7945	adjacent_vowels	ṣiḷaśasu	ḷa	ṣiḷaśasu ṣiḷaśasu pṛṣṭhāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	7981	adjacent_vowels	samūḷhāt	ūḷ	samūḷhāt pṛṣṭhyāt śastram |
1_veda/5_vedang/1_srauta/sankhssu.txt	7997	adjacent_vowels	samūḷhād	ūḷ	eteṣām deva gaṇānām samūḷhād daśa rātrāt śastram |
1_veda/5_vedang/1_srauta/sankhssu.txt	8003	adjacent_vowels	puroḷāśo	oḷ	caṣāla mukha tarasa puroḷāśo vaniṣṭu sava brahma sava kṣatra sava bhūmi sava oṣadhi s...
1_veda/5_vedang/1_srauta/sankhssu.txt	8003	adjacent_vowels	puroḷāśo	ḷā	caṣāla mukha tarasa puroḷāśo vaniṣṭu sava brahma sava kṣatra sava bhūmi sava oṣadhi sa...
1_veda/5_vedang/1_srauta/sankhssu.txt	8097	adjacent_vowels	paryagniakraṇa	ia	savanīyānām tantram paryagniakraṇa antam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8149	adjacent_vowels	sanīḷā	īḷ	kayā śubhā savayasaḥ sanīḷā iti marutvatīyam | kadvat kayā śubhīyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8149	adjacent_vowels	sanīḷā	ḷā	kayā śubhā savayasaḥ sanīḷā iti marutvatīyam | kadvat kayā śubhīyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8165	adjacent_vowels	iḷam	iḷ	tasya pradānam sviṣṭakṛd iḷam ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8165	adjacent_vowels	iḷam	ḷa	tasya pradānam sviṣṭakṛd iḷam ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8203	adjacent_vowels	ṣoḷaśino	oḷ	ūrdhvam ṣoḷaśino atirikta ukthyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8203	adjacent_vowels	ṣoḷaśino	ḷa	ūrdhvam ṣoḷaśino atirikta ukthyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8253	adjacent_vowels	ṣoḷaśinam	oḷ	...a anvabhavat | atha ukthyam | sa enān na anvabhavat | atha ṣoḷaśinam | sa enān na anvabhavat | atha vājapeyam | sa enān na...
1_veda/5_vedang/1_srauta/sankhssu.txt	8253	adjacent_vowels	ṣoḷaśinam	ḷa	... anvabhavat | atha ukthyam | sa enān na anvabhavat | atha ṣoḷaśinam | sa enān na anvabhavat | atha vājapeyam | sa enān na ...
1_veda/5_vedang/1_srauta/sankhssu.txt	8361	adjacent_vowels	yoamo	oa	yoamo ha svarga kāmas tapas taptvā etam yajña kratum apaśyad ya...
1_veda/5_vedang/1_srauta/sankhssu.txt	8373	adjacent_vowels	iḷaḥ	iḷ	jāgataḥ sarva iḷaḥ paśu kāmasya ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8373	adjacent_vowels	iḷaḥ	ḷa	jāgataḥ sarva iḷaḥ paśu kāmasya ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8399	adjacent_vowels	viutty	iu	viutty anubhūtyoḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8437	adjacent_vowels	ṣoḷaśam	oḷ	sutyam ṣoḷaśam ahaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8437	adjacent_vowels	ṣoḷaśam	ḷa	sutyam ṣoḷaśam ahaḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	8439	adjacent_vowels	ṣoḷaśa	oḷ	ṣoḷaśa kalam vā idam sarvam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8439	adjacent_vowels	ṣoḷaśa	ḷa	ṣoḷaśa kalam vā idam sarvam |
1_veda/5_vedang/1_srauta/sankhssu.txt	8457	adjacent_vowels	iḷam	iḷ	tasyāḥ pradānam sviṣṭakṛd iḷam ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8457	adjacent_vowels	iḷam	ḷa	tasyāḥ pradānam sviṣṭakṛd iḷam ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	8635	isolated_consonant	s	s	s tathā ity uktvā varuṇam rājānam āmantrayām cakre | anena tv...
1_veda/5_vedang/1_srauta/sankhssu.txt	8697	adjacent_vowels	pañcāaśad	āa	tasya ha eka śatam putrā āsuḥ | pañcāaśad eva jyāyāṃso madhucchandasaḥ pañcāśat kanīyāṃsaḥ | tad y...
1_veda/5_vedang/1_srauta/sankhssu.txt	8701	adjacent_vowels	saṃjāanīte	āa	yam naḥ pitā saṃjāanīte tasmiṃs tiṣṭhāmahe vayam | purastāt sarve kurmahe tvām ...
1_veda/5_vedang/1_srauta/sankhssu.txt	8743	adjacent_vowels	puroḷāśam	oḷ	atha āgneyam aṣṭā kapālam puroḷāśam nirvapati |
1_veda/5_vedang/1_srauta/sankhssu.txt	8743	adjacent_vowels	puroḷāśam	ḷā	atha āgneyam aṣṭā kapālam puroḷāśam nirvapati |
1_veda/5_vedang/1_srauta/sankhssu.txt	8817	adjacent_vowels	iam	ia	tasya udaka carā viśas ta iam āsata iti mastyān matsya vido vā upadiśati |
1_veda/5_vedang/1_srauta/sankhssu.txt	8903	adjacent_vowels	yajamānao	ao	tau yajamānao abhimethati |
1_veda/5_vedang/1_srauta/sankhssu.txt	8909	adjacent_vowels	krīḷataḥ	īḷ	mātā ca te pitā ca te agre vṛkṣasya krīḷataḥ | pra tiḷāmi iti te pitā garbhe muṣṭim ataṃsayat | ity ...
1_veda/5_vedang/1_srauta/sankhssu.txt	8909	adjacent_vowels	krīḷataḥ	ḷa	mātā ca te pitā ca te agre vṛkṣasya krīḷataḥ | pra tiḷāmi iti te pitā garbhe muṣṭim ataṃsayat | ity e...
1_veda/5_vedang/1_srauta/sankhssu.txt	8909	adjacent_vowels	tiḷāmi	iḷ	mātā ca te pitā ca te agre vṛkṣasya krīḷataḥ | pra tiḷāmi iti te pitā garbhe muṣṭim ataṃsayat | ity enām hotā abhi...
1_veda/5_vedang/1_srauta/sankhssu.txt	8909	adjacent_vowels	tiḷāmi	ḷā	mātā ca te pitā ca te agre vṛkṣasya krīḷataḥ | pra tiḷāmi iti te pitā garbhe muṣṭim ataṃsayat | ity enām hotā abhim...
1_veda/5_vedang/1_srauta/sankhssu.txt	8939	adjacent_vowels	vaḷhām	aḷ	...ṣa ā viveśa kāny antaḥ puruṣe arpitāni | etad brahmann upa vaḷhām asi tvā kim svin naḥ prativocāsy atra |
1_veda/5_vedang/1_srauta/sankhssu.txt	9087	adjacent_vowels	ṣaḷ	aḷ	ṣaḷ āgneyā vasante |
1_veda/5_vedang/1_srauta/sankhssu.txt	9303	adjacent_vowels	ṣoḷaśy	oḷ	ṣoḷaśy antam saṃtiṣṭhate |
1_veda/5_vedang/1_srauta/sankhssu.txt	9303	adjacent_vowels	ṣoḷaśy	ḷa	ṣoḷaśy antam saṃtiṣṭhate |
1_veda/5_vedang/1_srauta/sankhssu.txt	9305	adjacent_vowels	ṣoḷaśa	oḷ	ṣoḷaśa kalo vai puruṣaḥ | tad enam svena rūpeṇa samardhayati |
1_veda/5_vedang/1_srauta/sankhssu.txt	9305	adjacent_vowels	ṣoḷaśa	ḷa	ṣoḷaśa kalo vai puruṣaḥ | tad enam svena rūpeṇa samardhayati |
1_veda/5_vedang/1_srauta/sankhssu.txt	9479	adjacent_vowels	ṣoḷaśam	oḷ	ṣoḷaśam brahmaṇa ājyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	9479	adjacent_vowels	ṣoḷaśam	ḷa	ṣoḷaśam brahmaṇa ājyam |
1_veda/5_vedang/1_srauta/sankhssu.txt	9503	adjacent_vowels	samūḷhād	ūḷ	samūḷhād ājyāni |
1_veda/5_vedang/1_srauta/sankhssu.txt	9739	adjacent_vowels	ṣaḷ	aḷ	ṣaḷ aho abhijid viśvajitau vaiśvānaraś ca mahā vratam vā ananta...
1_veda/5_vedang/1_srauta/sankhssu.txt	9747	adjacent_vowels	vilāḷ	āḷ	daśa akṣarā vilāḷ annam virāṭ tad yat kim ca daśavidham adhidaivatam adhyātma...
1_veda/5_vedang/1_srauta/sankhssu.txt	9767	adjacent_vowels	samūḷhāt	ūḷ	catuṣṭomāt samūḷhāt trikakudaḥ śastram |
1_veda/5_vedang/1_srauta/sankhssu.txt	9775	adjacent_vowels	ṣaḷaho	aḷ	ṣaḷaho abhijid aśvajitau mahā vratam vaiśvānaraś ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	9775	adjacent_vowels	ṣaḷaho	ḷa	ṣaḷaho abhijid aśvajitau mahā vratam vaiśvānaraś ca |
1_veda/5_vedang/1_srauta/sankhssu.txt	9785	adjacent_vowels	vyūḷha	ūḷ	vyūḷha chandā daśarātraḥ |
1_veda/5_vedang/1_srauta/sankhssu.txt	9915	adjacent_vowels	iḷa	iḷ	tad iḷa saṃvartam vā utkaram vā carmaṇā abhivitanvanti |
1_veda/5_vedang/1_srauta/sankhssu.txt	9915	adjacent_vowels	iḷa	ḷa	tad iḷa saṃvartam vā utkaram vā carmaṇā abhivitanvanti |
1_veda/5_vedang/1_srauta/sankhssu.txt	10029	adjacent_vowels	nivīḷham	īḷ	tad abhi nivīḷham paryṛṣati yathā na vyatheta |
1_veda/5_vedang/1_srauta/sankhssu.txt	10147	adjacent_vowels	samadhiṛpya	iṛ	atha samadhiṛpya prāñcau pādā upāvahṛtya bhūmau pratiṣṭhāpayati |
1_veda/5_vedang/1_srauta/sankhssu.txt	10369	isolated_consonant	v	v	ud in v asya ricyata iti pañca |
1_veda/5_vedang/1_srauta/sankhssu.txt	10399	adjacent_vowels	śastvāa	āa	tām pacchaḥ śastvāa tha sūda dohasam |
1_veda/5_vedang/1_srauta/sankhssu.txt	10441	isolated_consonant	v	v	tam v abhi pra gāyata iti catvāri |
1_veda/5_vedang/1_srauta/sankhssu.txt	10499	adjacent_vowels	svarāḷ	āḷ	... ā bhara yam tvā śaviṣṭham īmahe | sa supraṇītī nṛtamaḥ svarāḷ asi maṃhiṣṭho vāja sātaye | tvam hi rādhasyata eka īśiṣe sa...
1_veda/5_vedang/1_srauta/sankhssu.txt	10647	adjacent_vowels	iḷāṃdam	iḷ	yady u vā iḷāṃdam agne tava śravo vaya iti stotriyas tṛco ata eva uttara...
1_veda/5_vedang/1_srauta/sankhssu.txt	10647	adjacent_vowels	iḷāṃdam	ḷā	yady u vā iḷāṃdam agne tava śravo vaya iti stotriyas tṛco ata eva uttaraḥ...
1_veda/5_vedang/1_srauta/sankhssu.txt	10649	adjacent_vowels	ṣaḷ	aḷ	...asmin ṣaḷarce stuvīran na agnim na svavṛktibhir ity etasya ṣaḷ anurūpam kurvīta |
1_veda/5_vedang/1_srauta/sankhssu.txt	10649	adjacent_vowels	ṣaḷarce	aḷ	yady u sarvasmin ṣaḷarce stuvīran na agnim na svavṛktibhir ity etasya ṣaḷ anurūp...
1_veda/5_vedang/1_srauta/sankhssu.txt	10649	adjacent_vowels	ṣaḷarce	ḷa	yady u sarvasmin ṣaḷarce stuvīran na agnim na svavṛktibhir ity etasya ṣaḷ anurūpa...
1_veda/5_vedang/1_srauta/sankhssu.txt	10663	adjacent_vowels	baḷ	aḷ	baḷ itthā tad vapuṣe dhāyi darśatam iti jāta vedasīyam |
1_veda/5_vedang/1_srauta/vaitss_u.txt	177	isolated_consonant	g	g	yadaiva kadā cid ādadhyāc chraddhā tvevainaṃ nātīyāt || g nvevainaṃ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	isolated_consonant	g	g	...ayaṃ tava ity aśvaṃ śamayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	221	isolated_consonant	v	v	...amayitvā yad akrandaḥ ity upākurute || g pradahan nv agāḥ | v pradahanvagāḥ
1_veda/5_vedang/1_srauta/vaitss_u.txt	279	isolated_consonant	g	g	saptarṣīn iti sruvaṃ srucaṃ ca pratapati || pratitapati g
1_veda/5_vedang/1_srauta/vaitss_u.txt	711	adjacent_vowels	cātvālotkaraśāmitrovadhyagohāstāvāagnīdhrīyācchāvākavādaṃ	āa	cātvālotkaraśāmitrovadhyagohāstāvāagnīdhrīyācchāvākavādaṃ mārjālīyaṃ kharaṃ dhiṣṇyān anyāṃś cop...
1_veda/5_vedang/1_srauta/vaitss_u.txt	901	adjacent_vowels	sāumyaṃ	āu	paśv ekādaśinyām āgneyaṃ sāumyaṃ vaiṣṇavaṃ sārasvataṃ pauṣṇam bārhaspatyaṃ vaiśvadevam a...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1107	isolated_consonant	m	m	tam indraṃ vājayāmasi mahā | m indro ya ojasā iti stotriyānurupau | uttarau vā ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1257	adjacent_vowels	dhāitāibhīḥ	āi	saṃ tvā hinvanti dhāitāibhīḥ saṃ tvā riṇanti saṃ tvā śiśanti saṃ tvā tatakṣuḥ iti...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1257	adjacent_vowels	dhāitāibhīḥ	āi	saṃ tvā hinvanti dhāitāibhīḥ saṃ tvā riṇanti saṃ tvā śiśanti saṃ tvā tatakṣuḥ iti pr...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1413	isolated_consonant	m	m	...evatvaṃ tan mahitvam iti pṛṣṭhastotriyānurūpau | baṇ mahā | m asi sūrya śrāyanta iva sūryam iti vā | indra kratuṃ na ā bh...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1429	isolated_consonant	m	m	...andomeṣu indrā yāhi citrabhāno tam indraṃ vājayāmasi mahā | m indro ya ojasā ity ājyastotriyāḥ ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1433	isolated_consonant	m	m	vayaṃ gha tvā sutāvantaḥ ity ādi baṇ mahā | m asi sūrya ityantāḥ pṛṣṭhastotriyānurūpau ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1435	isolated_consonant	m	m	uttarayor aṣṭarcam ā satyo yātu maghavā | m ṛjīṣī iti cāvapate ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1673	isolated_consonant	m	m	pratipraśne yasyānakṣā duhitā jātvāsa kas tāṃ vidvā | m abhi manyāte andhām | kataro meniṃ prati taṃ muñcāte ya īṃ ...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1773	isolated_consonant	m	m	tṛtīyeṣu mahā | m indro ya ojasā abhi pra vaḥ surādhasam evā hy asi vīrayuḥ i...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1779	isolated_consonant	m	m	caturtheṣu mahā | m indro ya ojasā ya eka id vidayate iti ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	1813	isolated_consonant	m	m	aṣṭame mahā | m indro ya ojasā iti ||
1_veda/5_vedang/2_grhya/asvgs_u.txt	641	adjacent_vowels	puroḷāśam	oḷ	astamite sthālī pākam śrapayitvā eka kapālam ca puroḷāśam || agne naya supathā rāye asmān || iti catasṛbhiḥ praty...
1_veda/5_vedang/2_grhya/asvgs_u.txt	641	adjacent_vowels	puroḷāśam	ḷā	astamite sthālī pākam śrapayitvā eka kapālam ca puroḷāśam || agne naya supathā rāye asmān || iti catasṛbhiḥ pratyṛ...
1_veda/5_vedang/2_grhya/asvgs_u.txt	777	adjacent_vowels	vīḷu	īḷ	sthirau gāvau bhavatām vīḷu prakṣa || iti ratha aṅgam abhimṛśet |
1_veda/5_vedang/2_grhya/asvgs_u.txt	777	adjacent_vowels	vīḷu	ḷu	sthirau gāvau bhavatām vīḷu prakṣa || iti ratha aṅgam abhimṛśet |
1_veda/5_vedang/2_grhya/asvgs_u.txt	941	adjacent_vowels	kūuleṣu	ūu	apareṇa agnim prāk kūuleṣu darbheṣu upaviśya uda pātre darbhān kṛtvā brahma añjali...
1_veda/5_vedang/2_grhya/asvgs_u.txt	1003	adjacent_vowels	mūḷho	ūḷ	sam pūṣan viduṣā || iti naṣṭam adhijigamiṣan mūḷho vā |
1_veda/5_vedang/2_grhya/asvgs_u.txt	1049	adjacent_vowels	saṛṣi	aṛ	...vratam | yad agneḥ sa indrasya saprajāpatikasya saṛṣikasya saṛṣi rājanyasya sākāśasya sātīkāśasya sānukāśasya sapratīkāśas...
1_veda/5_vedang/2_grhya/asvgs_u.txt	1049	adjacent_vowels	saṛṣikasya	aṛ	...yam śrutam vratam | yad agneḥ sa indrasya saprajāpatikasya saṛṣikasya saṛṣi rājanyasya sākāśasya sātīkāśasya sānukāśasya s...
1_veda/5_vedang/2_grhya/asvgs_u.txt	1095	adjacent_vowels	samupoḷhe	oḷ	saṃgrāme samupoḷhe rājānam samnāhayet |
1_veda/5_vedang/2_grhya/asvgs_u.txt	1115	adjacent_vowels	taḷam	aḷ	ahir iva bhogaiḥ paryeti bāhum || iti taḷam nahyamānam |
1_veda/5_vedang/2_grhya/asvgs_u.txt	1115	adjacent_vowels	taḷam	ḷa	ahir iva bhogaiḥ paryeti bāhum || iti taḷam nahyamānam |
1_veda/5_vedang/2_grhya/jaimigsu.txt	19	isolated_consonant	d	d	d daśe viśvāya sūryaṃ svāhā ||
1_veda/5_vedang/2_grhya/jaimigsu.txt	313	adjacent_vowels	saptaṛṣayo	aṛ	...śuciryaddeśastadvā etatprajāpatiḥ saptaṛṣibhyaḥ provāca saptaṛṣayo mahājahnave mahājahnurbrāhmaṇebhyo brāhmaṇebhyaḥ ||
1_veda/5_vedang/2_grhya/jaimigsu.txt	313	adjacent_vowels	saptaṛṣibhyaḥ	aṛ	...āvevānadhyāyau yadātmāśuciryaddeśastadvā etatprajāpatiḥ saptaṛṣibhyaḥ provāca saptaṛṣayo mahājahnave mahājahnurbrāhmaṇebhy...
1_veda/5_vedang/2_grhya/kaussu_u.txt	171	isolated_consonant	m	m	...ukṣya jīvābhir ācamya utthāya vedaprapadbhiḥ prapadyate o | m prapadye bhūḥ prapadye bhuvaḥ prapadye svaḥ prapadye janat ...
1_veda/5_vedang/2_grhya/kaussu_u.txt	205	isolated_consonant	m	m	dakṣiṇapūrvārdhe somāya tvaṃ soma divyo nṛcakṣāḥ sugā | m asmabhyaṃ patho anu khyaḥ | abhi no gotraṃ viduṣa iva neṣo ...
1_veda/5_vedang/2_grhya/kaussu_u.txt	2137	adjacent_vowels	śvaśiraeṭakaśiraḥkeśajaradupānaho	ae	śvaśiraeṭakaśiraḥkeśajaradupānaho vaṃśāgre prabadhya yodhayati
1_veda/5_vedang/2_grhya/kaussu_u.txt	2955	adjacent_vowels	ghṛtapiṇḍāan	āa	ghṛtapiṇḍāan āśayataḥ
1_veda/5_vedang/2_grhya/kaussu_u.txt	4003	adjacent_vowels	yathaṛtvijau	aṛ	...amādād upaśāmyati | mathite vyāhṛtīr juhuyāt pūrṇahomau yathaṛtvijau |
1_veda/5_vedang/2_grhya/kaussu_u.txt	4021	adjacent_vowels	yathaṛtvijau	aṛ	ubhau ca saṃdhijau yau vaiśvadevau yathaṛtvijau | varjayitvā sabarhiṣaḥ sājyā yajñāḥ sadakṣiṇāḥ |
1_veda/5_vedang/2_grhya/kaussu_u.txt	4023	adjacent_vowels	division	io	...ca iha mādayantām iṣam ūrjaṃ yajamānā yam ichata sūtra division emended |
1_veda/5_vedang/2_grhya/kaussu_u.txt	4071	isolated_consonant	m	m	...a devās tvayāvasena sam aśīmahi tvā | sa naḥ pito madhumā | m ā viveśa śivas tokāya tanvo na ehi iti
1_veda/5_vedang/2_grhya/kaussu_u.txt	4987	isolated_consonant	m	m	...acemahi || ye sajātāḥ sumanaso jīvā jīveṣu māmakāḥ | teṣā | m śrīr mayi kalpatām asmin goṣṭhe śata | m samāḥ etc | iti
1_veda/5_vedang/2_grhya/kaussu_u.txt	4987	isolated_consonant	m	m	...u māmakāḥ | teṣā | m śrīr mayi kalpatām asmin goṣṭhe śata | m samāḥ etc | iti
1_veda/5_vedang/2_grhya/kaussu_u.txt	5077	isolated_consonant	m	m	...dhvīr naḥ santv oṣadhīḥ || madhumān no vanaspatir madhumā | m astu sūryaḥ | madhu dyaur astu naḥ pitā ||
1_veda/5_vedang/2_grhya/kaussu_u.txt	5339	isolated_consonant	m	m	...aṃ mṛtyo martyāya hantave | tāṃs te yajñasya māyayā sarvā | m apa yajāmasi || nir ito yantu nairṛtyā mṛtyava ekaśataṃ par...
1_veda/5_vedang/2_grhya/kauthgsu.txt	77	adjacent_vowels	sarvaekadeśe	ae	...to gṛhyāgniṃ pratiṣṭhāpya prātarāhutiṃ hutvā vanyagotre sarvaekadeśe kṛsalīkārayet kecittriśikhāḥ kecitpañcaśikhāḥ yathāgo...
1_veda/5_vedang/2_grhya/kauthgsu.txt	79	adjacent_vowels	ityadaraahura	aa	...ena śiṣyasya nābhideśaṃ spṛṣṭvā prāṇānāmity antaṃ ka ityadaraahura ityurasi kṛsara iti kaṇṭhe saṃ || savyena savyaṃ devāya...
1_veda/5_vedang/2_grhya/kauthgsu.txt	79	adjacent_vowels	śāudamityuktvā	āu	...nyagotre vetyādaṃ vibhasya svagotre purastāddeśeda ekadeśe śāudamityuktvā praṇayanaṃ vidus tamagniṃ barhiṣi sadyo nidhāya ...
1_veda/5_vedang/2_grhya/manavgsu.txt	723	adjacent_vowels	saptaṛṣīniti	aṛ	...mañjaliṃ pūrayitvotthāpyāthāsyai dhrumaruṅatīṃ jīvattīṃ saptaṛṣīniti darśayet ||
1_veda/5_vedang/2_grhya/manavgsu.txt	1537	adjacent_vowels	grīṣmaṛtavaḥ	aṛ	hemanto vasante grīṣmaṛtavaḥ śivānaḥ śivāno varṣā abhayāściraṃ naḥ vaiśvānaro 'dhir...
1_veda/5_vedang/2_grhya/sankhgsu.txt	317	adjacent_vowels	anvāarabdhāyām	āa	paścād agneḥ kanyām upaveśya anvāarabdhāyām mahā vyāhṛtibhis tisro juhoti |
1_veda/5_vedang/2_grhya/sankhgsu.txt	585	adjacent_vowels	agneu	eu	snātām ahata vāsasam paścād agneu upaveśya |
1_veda/5_vedang/2_grhya/sankhgsu.txt	637	adjacent_vowels	prāaṇihi	āa	jātam kumāram trir abhyavānya anuprāṇyāt || ṛcā prāaṇihi yajuṣā samanihi sāmnā udanihi || iti |
1_veda/5_vedang/2_grhya/sankhgsu.txt	841	adjacent_vowels	ea	ea	etad ea go dāna karma yac cūḍā karma |
1_veda/5_vedang/2_grhya/sankhgsu.txt	849	adjacent_vowels	aoṣadhike	ao	prāg udīcyām diśi bahv aoṣadhike deśe apām vā samīpe keśān nikhananti |
1_veda/5_vedang/2_grhya/sankhgsu.txt	979	adjacent_vowels	kṣatriyāaya	āa	triṣṭubham kṣatriyāaya |
1_veda/5_vedang/2_grhya/sankhgsu.txt	1447	isolated_consonant	r	r	mayobhū r vāta || iti sūktena goṣṭhe gatāḥ |
1_veda/5_vedang/2_grhya/sankhgsu.txt	1563	adjacent_vowels	tṛipta	ṛi	...āvāhanam na agnau karaṇam na atra viśve devāḥ svaditam iti tṛipta praśna upa tiṣṭhatām ity akṣayya sthāne |
1_veda/5_vedang/2_grhya/sankhgsu.txt	2127	adjacent_vowels	heḷa	eḷ	tvam no agna iti dvābhyām || ava te heḷa || imam me varuna || ud uttamam varuṇa || imām dhiyam śikṣ...
1_veda/5_vedang/2_grhya/sankhgsu.txt	2127	adjacent_vowels	heḷa	ḷa	tvam no agna iti dvābhyām || ava te heḷa || imam me varuna || ud uttamam varuṇa || imām dhiyam śikṣa...
1_veda/5_vedang/2_grhya/vargs_u.txt	625	isolated_consonant	n	n	āghārāv āghāryājyabhāgau hutvā caturhot n svakarmaṇo juhuyāt |
1_veda/5_vedang/2_paris/avpari_u.txt	163	isolated_consonant	r	r	uttare phalgunyau hasta ś citrā svāti r viśākhe anūrādhā jyeṣṭhā mūlaṃ pūrvāṣāḍhā tan navamam ādity...
1_veda/5_vedang/2_paris/avpari_u.txt	163	isolated_consonant	ś	ś	uttare phalgunyau hasta ś citrā svāti r viśākhe anūrādhā jyeṣṭhā mūlaṃ pūrvāṣāḍhā tan...
1_veda/5_vedang/2_paris/avpari_u.txt	183	isolated_consonant	m	m	...yākaraṇaṃ niruktaṃ chando jyotiṣam itihāsapurāṇaṃ vākovākya m idāvatsaraḥ parivatsaraḥ saṃvatsaro daśamaṃ śītoṣṇe ekādaśa...
